message,score,sentiment
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
Do you have a Huawei? You will not like this news.,-0.2755,1
